country_code,wikipedia_pageviews,date
PL,1506456,2024-12-10
PT,121476,2024-12-10
RO,332927,2024-12-10
SE,578372,2024-12-10
SK,41407,2024-12-10
AT,298764,2024-12-11
BE,224514,2024-12-11
CH,190669,2024-12-11
DE,7056203,2024-12-11
DK,158549,2024-12-11
EE,18225,2024-12-11
ES,1907759,2024-12-11
FI,205640,2024-12-11
HU,225604,2024-12-11
IE,228544,2024-12-11
IT,3999547,2024-12-11
LT,19970,2024-12-11
LV,11466,2024-12-11
NO,144747,2024-12-11
PL,1443235,2024-12-11
PT,113866,2024-12-11
RO,319939,2024-12-11
SE,415882,2024-12-11
SK,42463,2024-12-11
AT,258215,2024-12-12
BE,220588,2024-12-12
CH,151362,2024-12-12
DE,6647605,2024-12-12
DK,130334,2024-12-12
EE,14852,2024-12-12
ES,1769595,2024-12-12
FI,208233,2024-12-12
HU,203693,2024-12-12
IE,209897,2024-12-12
IT,3625735,2024-12-12
LT,23371,2024-12-12
LV,9805,2024-12-12
NO,147766,2024-12-12
PL,1394050,2024-12-12
PT,106588,2024-12-12
RO,292983,2024-12-12
SE,400329,2024-12-12
SK,48177,2024-12-12
AT,271387,2024-12-13
BE,231826,2024-12-13
CH,201135,2024-12-13
CZ,101,2024-12-13
DE,7096214,2024-12-13
DK,208437,2024-12-13
EE,16163,2024-12-13
ES,1730694,2024-12-13
FI,262525,2024-12-13
HU,240503,2024-12-13
IE,250931,2024-12-13
IT,3709100,2024-12-13
LT,20577,2024-12-13
LV,9429,2024-12-13
NO,205376,2024-12-13
PL,1476194,2024-12-13
PT,108362,2024-12-13
RO,252429,2024-12-13
SE,610536,2024-12-13
SK,35443,2024-12-13
AT,315265,2024-12-14
BE,218172,2024-12-14
CH,193675,2024-12-14
DE,7022355,2024-12-14
DK,180521,2024-12-14
EE,22076,2024-12-14
ES,1925364,2024-12-14
FI,247067,2024-12-14
HU,257727,2024-12-14
IE,292726,2024-12-14
IT,3889741,2024-12-14
LT,21748,2024-12-14
LV,9121,2024-12-14
NO,281752,2024-12-14
PL,1500798,2024-12-14
PT,96319,2024-12-14
RO,242157,2024-12-14
SE,553698,2024-12-14
SK,40832,2024-12-14
AT,421578,2024-12-15
BE,297909,2024-12-15
CH,244522,2024-12-15
DE,9101434,2024-12-15
DK,199015,2024-12-15
EE,34687,2024-12-15
ES,2400451,2024-12-15
FI,301070,2024-12-15
HU,372316,2024-12-15
IE,321359,2024-12-15
IT,4847180,2024-12-15
LT,21859,2024-12-15
LV,10740,2024-12-15
NO,278926,2024-12-15
PL,2042356,2024-12-15
PT,139639,2024-12-15
RO,259958,2024-12-15
SE,652524,2024-12-15
SK,52941,2024-12-15
AT,304767,2024-12-16
BE,223409,2024-12-16
CH,190834,2024-12-16
DE,7630179,2024-12-16
DK,140350,2024-12-16
EE,18069,2024-12-16
ES,1965426,2024-12-16
FI,244269,2024-12-16
HU,243114,2024-12-16
IE,242345,2024-12-16
IT,3895166,2024-12-16
LT,16856,2024-12-16
LV,8254,2024-12-16
NO,164078,2024-12-16
PL,1531922,2024-12-16
PT,106169,2024-12-16
RO,228141,2024-12-16
SE,406137,2024-12-16
SK,41144,2024-12-16
AT,257036,2024-12-17
BE,189582,2024-12-17
CH,142765,2024-12-17
DE,6832312,2024-12-17
DK,133888,2024-12-17
EE,25112,2024-12-17
ES,1983857,2024-12-17
FI,188419,2024-12-17
HU,208977,2024-12-17
IE,211666,2024-12-17
IT,3585335,2024-12-17
LT,29949,2024-12-17
LV,49199,2024-12-17
NO,123054,2024-12-17
PL,1390765,2024-12-17
PT,95404,2024-12-17
RO,199262,2024-12-17
SE,445831,2024-12-17
SK,35563,2024-12-17
AT,328424,2024-12-18
BE,213756,2024-12-18
CH,150541,2024-12-18
DE,7428706,2024-12-18
DK,127487,2024-12-18
EE,19112,2024-12-18
ES,1954021,2024-12-18
FI,303511,2024-12-18
HU,193222,2024-12-18
IE,215809,2024-12-18
IT,3709634,2024-12-18
LT,17942,2024-12-18
LV,22391,2024-12-18
NO,149379,2024-12-18
PL,1350652,2024-12-18
PT,86777,2024-12-18
RO,190498,2024-12-18
SE,391320,2024-12-18
SK,36489,2024-12-18
AT,267456,2024-12-19
BE,219568,2024-12-19
CH,142156,2024-12-19
CZ,102,2024-12-19
DE,6956475,2024-12-19
DK,113932,2024-12-19
EE,18695,2024-12-19
ES,1651184,2024-12-19
FI,327002,2024-12-19
HU,170528,2024-12-19
IE,208772,2024-12-19
IT,3586797,2024-12-19
LT,17358,2024-12-19
LV,14057,2024-12-19
NO,132405,2024-12-19
PL,1304714,2024-12-19
PT,97711,2024-12-19
RO,180407,2024-12-19
SE,393708,2024-12-19
SK,29922,2024-12-19
AT,280588,2024-12-20
BE,198067,2024-12-20
CH,156962,2024-12-20
DE,6963997,2024-12-20
DK,154106,2024-12-20
EE,19295,2024-12-20
ES,1459851,2024-12-20
FI,276802,2024-12-20
HU,176958,2024-12-20
IE,216800,2024-12-20
IT,3342841,2024-12-20
LT,22427,2024-12-20
LV,12536,2024-12-20
NO,137846,2024-12-20
PL,1279243,2024-12-20
PT,80826,2024-12-20
RO,206657,2024-12-20
SE,590023,2024-12-20
SK,37427,2024-12-20
AT,325544,2024-12-21
BE,218991,2024-12-21
CH,200610,2024-12-21
DE,7520631,2024-12-21
DK,163356,2024-12-21
EE,29045,2024-12-21
ES,1636371,2024-12-21
FI,293621,2024-12-21
HU,240818,2024-12-21
IE,275364,2024-12-21
IT,3826295,2024-12-21
LT,24707,2024-12-21
LV,14674,2024-12-21
NO,181207,2024-12-21
PL,1570417,2024-12-21
PT,84522,2024-12-21
RO,222321,2024-12-21
SE,605498,2024-12-21
SK,39805,2024-12-21
AT,429548,2024-12-22
BE,270688,2024-12-22
CH,262762,2024-12-22
DE,9382715,2024-12-22
DK,172587,2024-12-22
EE,24559,2024-12-22
ES,2011787,2024-12-22
FI,328015,2024-12-22
HU,285662,2024-12-22
IE,285344,2024-12-22
IT,5017709,2024-12-22
LT,23643,2024-12-22
LV,13326,2024-12-22
NO,172508,2024-12-22
PL,1899391,2024-12-22
PT,106654,2024-12-22
RO,277914,2024-12-22
SE,520345,2024-12-22
SK,45256,2024-12-22
AT,364135,2024-12-23
BE,221350,2024-12-23
CH,226379,2024-12-23
CZ,92,2024-12-23
DE,7859443,2024-12-23
DK,173386,2024-12-23
EE,39084,2024-12-23
ES,1633129,2024-12-23
FI,345762,2024-12-23
HU,258149,2024-12-23
IE,245121,2024-12-23
IT,4053679,2024-12-23
LT,23147,2024-12-23
LV,15253,2024-12-23
NO,258974,2024-12-23
PL,1398908,2024-12-23
PT,104774,2024-12-23
RO,259573,2024-12-23
SE,647427,2024-12-23
SK,51144,2024-12-23
AT,371462,2024-12-24
BE,265746,2024-12-24
CH,187008,2024-12-24
CZ,92,2024-12-24
DE,8070506,2024-12-24
DK,166975,2024-12-24
EE,40714,2024-12-24
ES,1668331,2024-12-24
FI,647325,2024-12-24
HU,302534,2024-12-24
IE,351708,2024-12-24
IT,4072450,2024-12-24
LT,38113,2024-12-24
LV,17698,2024-12-24
NO,274462,2024-12-24
PL,1591077,2024-12-24
PT,119550,2024-12-24
RO,231705,2024-12-24
SE,809937,2024-12-24
SK,108632,2024-12-24
AT,531305,2024-12-25
BE,288396,2024-12-25
CH,238847,2024-12-25
DE,10586910,2024-12-25
DK,238965,2024-12-25
EE,39269,2024-12-25
ES,2244752,2024-12-25
FI,624489,2024-12-25
HU,405195,2024-12-25
IE,367612,2024-12-25
IT,4638433,2024-12-25
LT,33250,2024-12-25
LV,18821,2024-12-25
NO,290053,2024-12-25
PL,2380592,2024-12-25
PT,170881,2024-12-25
RO,313149,2024-12-25
SE,864501,2024-12-25
SK,124634,2024-12-25
AT,455698,2024-12-26
BE,286698,2024-12-26
CH,233110,2024-12-26
DE,10254895,2024-12-26
DK,211280,2024-12-26
EE,38846,2024-12-26
ES,2073431,2024-12-26
FI,542687,2024-12-26
HU,420623,2024-12-26
IE,423213,2024-12-26
IT,5644472,2024-12-26
LT,32673,2024-12-26
LV,15511,2024-12-26
NO,313558,2024-12-26
PL,2439094,2024-12-26
PT,160990,2024-12-26
RO,291634,2024-12-26
SE,813588,2024-12-26
SK,99660,2024-12-26
AT,368576,2024-12-27
BE,241049,2024-12-27
CH,195347,2024-12-27
DE,9249934,2024-12-27
DK,166090,2024-12-27
EE,30301,2024-12-27
ES,1907060,2024-12-27
FI,430698,2024-12-27
HU,384128,2024-12-27
IE,386177,2024-12-27
IT,5078959,2024-12-27
LT,26108,2024-12-27
LV,16393,2024-12-27
NO,223487,2024-12-27
PL,1886155,2024-12-27
PT,130936,2024-12-27
RO,272754,2024-12-27
SE,770148,2024-12-27
SK,63600,2024-12-27
AT,451087,2024-12-28
BE,232870,2024-12-28
CH,218570,2024-12-28
DE,8892385,2024-12-28
DK,187534,2024-12-28
EE,23014,2024-12-28
ES,2095177,2024-12-28
FI,404735,2024-12-28
HU,426532,2024-12-28
IE,366261,2024-12-28
IT,5204917,2024-12-28
LT,27774,2024-12-28
LV,15851,2024-12-28
NO,267277,2024-12-28
PL,2046194,2024-12-28
PT,123571,2024-12-28
RO,250342,2024-12-28
SE,751725,2024-12-28
SK,86662,2024-12-28
AT,525496,2024-12-29
BE,318520,2024-12-29
CH,258956,2024-12-29
DE,10649461,2024-12-29
DK,218446,2024-12-29
EE,32676,2024-12-29
ES,2434373,2024-12-29
FI,466319,2024-12-29
HU,478096,2024-12-29
IE,407442,2024-12-29
IT,5690151,2024-12-29
LT,34039,2024-12-29
LV,16799,2024-12-29
NO,246405,2024-12-29
PL,2448518,2024-12-29
PT,161712,2024-12-29
RO,273145,2024-12-29
SE,685583,2024-12-29
SK,80522,2024-12-29
AT,390430,2024-12-30
BE,273468,2024-12-30
CH,223193,2024-12-30
DE,8918496,2024-12-30
DK,209467,2024-12-30
EE,30253,2024-12-30
ES,2102914,2024-12-30
FI,361027,2024-12-30
HU,377343,2024-12-30
IE,383296,2024-12-30
IT,5185739,2024-12-30
LT,27286,2024-12-30
LV,16294,2024-12-30
NO,266497,2024-12-30
PL,1785392,2024-12-30
PT,139512,2024-12-30
RO,211459,2024-12-30
SE,618898,2024-12-30
SK,77034,2024-12-30
AT,409146,2024-12-31
BE,300252,2024-12-31
CH,243766,2024-12-31
DE,9174628,2024-12-31
DK,225791,2024-12-31
EE,48950,2024-12-31
ES,2014151,2024-12-31
FI,360820,2024-12-31
HU,408597,2024-12-31
IE,366793,2024-12-31
IT,4901228,2024-12-31
LT,63547,2024-12-31
LV,34450,2024-12-31
NO,215342,2024-12-31
PL,2582461,2024-12-31
PT,136260,2024-12-31
RO,265783,2024-12-31
SE,632536,2024-12-31
SK,116407,2024-12-31
AT,610168,2025-01-01
BE,312846,2025-01-01
CH,271088,2025-01-01
CZ,90,2025-01-01
DE,10836899,2025-01-01
DK,293420,2025-01-01
EE,61345,2025-01-01
ES,2784091,2025-01-01
FI,451139,2025-01-01
HU,525787,2025-01-01
IE,498099,2025-01-01
IT,6162963,2025-01-01
LT,45210,2025-01-01
LV,24807,2025-01-01
NO,337158,2025-01-01
PL,2555788,2025-01-01
PT,192531,2025-01-01
RO,380030,2025-01-01
SE,733123,2025-01-01
SK,137438,2025-01-01
AT,393035,2025-01-02
BE,261132,2025-01-02
CH,264202,2025-01-02
DE,8987067,2025-01-02
DK,165822,2025-01-02
EE,31317,2025-01-02
ES,1993351,2025-01-02
FI,345505,2025-01-02
HU,450465,2025-01-02
IE,350045,2025-01-02
IT,5921585,2025-01-02
LT,25327,2025-01-02
LV,19930,2025-01-02
NO,214672,2025-01-02
PL,1921226,2025-01-02
PT,140853,2025-01-02
RO,273721,2025-01-02
SE,575703,2025-01-02
SK,86237,2025-01-02
AT,396821,2025-01-03
BE,272732,2025-01-03
CH,230862,2025-01-03
DE,9600782,2025-01-03
DK,174146,2025-01-03
EE,28177,2025-01-03
ES,2130811,2025-01-03
FI,379184,2025-01-03
HU,432101,2025-01-03
IE,367449,2025-01-03
IT,5693434,2025-01-03
LT,28509,2025-01-03
LV,14146,2025-01-03
NO,251749,2025-01-03
PL,1906829,2025-01-03
PT,139332,2025-01-03
RO,262788,2025-01-03
SE,780693,2025-01-03
SK,69380,2025-01-03
AT,502725,2025-01-04
BE,284393,2025-01-04
CH,272131,2025-01-04
DE,9900846,2025-01-04
DK,259490,2025-01-04
EE,38449,2025-01-04
ES,2519552,2025-01-04
FI,483252,2025-01-04
HU,443776,2025-01-04
IE,433937,2025-01-04
IT,5954653,2025-01-04
LT,32240,2025-01-04
LV,14954,2025-01-04
NO,325038,2025-01-04
PL,2245982,2025-01-04
PT,149986,2025-01-04
RO,284330,2025-01-04
SE,754150,2025-01-04
SK,71763,2025-01-04
AT,675189,2025-01-05
BE,353536,2025-01-05
CH,332027,2025-01-05
CZ,96,2025-01-05
DE,10880940,2025-01-05
DK,217814,2025-01-05
EE,28538,2025-01-05
ES,2467658,2025-01-05
FI,498695,2025-01-05
HU,476947,2025-01-05
IE,420983,2025-01-05
IT,7083627,2025-01-05
LT,32449,2025-01-05
LV,14657,2025-01-05
NO,247326,2025-01-05
PL,2687381,2025-01-05
PT,212857,2025-01-05
RO,301275,2025-01-05
SE,758313,2025-01-05
SK,81567,2025-01-05
AT,812957,2025-01-06
BE,326936,2025-01-06
CH,301392,2025-01-06
DE,10183396,2025-01-06
DK,170924,2025-01-06
EE,26221,2025-01-06
ES,2794078,2025-01-06
FI,600142,2025-01-06
HU,379597,2025-01-06
IE,372081,2025-01-06
IT,7604772,2025-01-06
LT,40150,2025-01-06
LV,37311,2025-01-06
NO,186226,2025-01-06
PL,2771266,2025-01-06
PT,238945,2025-01-06
RO,351429,2025-01-06
SE,793555,2025-01-06
SK,110416,2025-01-06
AT,487802,2025-01-07
BE,292950,2025-01-07
CH,262326,2025-01-07
DE,9196329,2025-01-07
DK,184943,2025-01-07
EE,27498,2025-01-07
ES,2078212,2025-01-07
FI,334670,2025-01-07
HU,334425,2025-01-07
IE,291579,2025-01-07
IT,5912828,2025-01-07
LT,32896,2025-01-07
LV,22261,2025-01-07
NO,181900,2025-01-07
PL,1920092,2025-01-07
PT,186510,2025-01-07
RO,325072,2025-01-07
SE,525855,2025-01-07
SK,62217,2025-01-07
AT,459085,2025-01-08
BE,262405,2025-01-08
CH,252040,2025-01-08
DE,9012957,2025-01-08
DK,172665,2025-01-08
EE,33423,2025-01-08
ES,2125623,2025-01-08
FI,329430,2025-01-08
HU,318229,2025-01-08
IE,286355,2025-01-08
IT,6018910,2025-01-08
LT,39743,2025-01-08
LV,20693,2025-01-08
NO,178225,2025-01-08
PL,1904261,2025-01-08
PT,210020,2025-01-08
RO,294417,2025-01-08
SE,493745,2025-01-08
SK,61211,2025-01-08
AT,439182,2025-01-09
BE,249991,2025-01-09
CH,208626,2025-01-09
CZ,91,2025-01-09
DE,8381748,2025-01-09
DK,183368,2025-01-09
EE,35646,2025-01-09
ES,2209700,2025-01-09
FI,363197,2025-01-09
HU,309926,2025-01-09
IE,285918,2025-01-09
IT,5402800,2025-01-09
LT,33796,2025-01-09
LV,18250,2025-01-09
NO,205645,2025-01-09
PL,1734678,2025-01-09
PT,159991,2025-01-09
RO,288560,2025-01-09
SE,581212,2025-01-09
SK,67115,2025-01-09
AT,387611,2025-01-10
BE,231132,2025-01-10
CH,215025,2025-01-10
CZ,93,2025-01-10
DE,9059631,2025-01-10
DK,179679,2025-01-10
EE,27756,2025-01-10
ES,2220219,2025-01-10
FI,363548,2025-01-10
HU,276341,2025-01-10
IE,314129,2025-01-10
IT,5003043,2025-01-10
LT,36641,2025-01-10
LV,23840,2025-01-10
NO,204667,2025-01-10
PL,1752179,2025-01-10
PT,139376,2025-01-10
RO,245278,2025-01-10
SE,753650,2025-01-10
SK,51185,2025-01-10
AT,433219,2025-01-11
BE,266561,2025-01-11
CH,233330,2025-01-11
DE,9197755,2025-01-11
DK,215571,2025-01-11
EE,61629,2025-01-11
ES,2399609,2025-01-11
FI,378953,2025-01-11
HU,332573,2025-01-11
IE,368090,2025-01-11
IT,5799336,2025-01-11
LT,33433,2025-01-11
LV,22121,2025-01-11
NO,238364,2025-01-11
PL,1985566,2025-01-11
PT,159916,2025-01-11
RO,237338,2025-01-11
SE,754052,2025-01-11
SK,66059,2025-01-11
AT,509721,2025-01-12
BE,334444,2025-01-12
CH,315523,2025-01-12
DE,10000419,2025-01-12
DK,204009,2025-01-12
EE,31124,2025-01-12
ES,2600163,2025-01-12
FI,392354,2025-01-12
HU,417117,2025-01-12
IE,369790,2025-01-12
IT,6628519,2025-01-12
LT,41439,2025-01-12
LV,18880,2025-01-12
NO,224539,2025-01-12
PL,2350481,2025-01-12
PT,166421,2025-01-12
RO,294465,2025-01-12
SE,613810,2025-01-12
SK,94540,2025-01-12
AT,383554,2025-01-13
BE,224622,2025-01-13
CH,214042,2025-01-13
CZ,98,2025-01-13
DE,8336190,2025-01-13
DK,148809,2025-01-13
EE,20551,2025-01-13
ES,2019027,2025-01-13
FI,274391,2025-01-13
HU,308487,2025-01-13
IE,252342,2025-01-13
IT,5443033,2025-01-13
LT,63212,2025-01-13
LV,13969,2025-01-13
NO,144866,2025-01-13
PL,1910072,2025-01-13
PT,119030,2025-01-13
RO,278177,2025-01-13
SE,527479,2025-01-13
SK,57200,2025-01-13
AT,314966,2025-01-14
BE,206890,2025-01-14
CH,192231,2025-01-14
DE,7831075,2025-01-14
DK,164591,2025-01-14
EE,21570,2025-01-14
ES,2073458,2025-01-14
FI,302878,2025-01-14
HU,276344,2025-01-14
IE,254692,2025-01-14
IT,4945843,2025-01-14
LT,37987,2025-01-14
LV,15210,2025-01-14
NO,139150,2025-01-14
PL,1799347,2025-01-14
PT,135906,2025-01-14
RO,314041,2025-01-14
SE,445810,2025-01-14
SK,60387,2025-01-14
AT,294217,2025-01-15
BE,231081,2025-01-15
CH,199686,2025-01-15
DE,7957573,2025-01-15
DK,120317,2025-01-15
EE,18214,2025-01-15
ES,2046669,2025-01-15
FI,278662,2025-01-15
HU,264611,2025-01-15
IE,272331,2025-01-15
IT,4932239,2025-01-15
LT,29251,2025-01-15
LV,12766,2025-01-15
NO,153738,2025-01-15
PL,1725646,2025-01-15
PT,122338,2025-01-15
RO,317318,2025-01-15
SE,392131,2025-01-15
SK,54198,2025-01-15
AT,304954,2025-01-16
BE,238643,2025-01-16
CH,192243,2025-01-16
DE,8104157,2025-01-16
DK,163577,2025-01-16
EE,20884,2025-01-16
ES,2136891,2025-01-16
FI,435134,2025-01-16
HU,269655,2025-01-16
IE,269002,2025-01-16
IT,5142907,2025-01-16
LT,33190,2025-01-16
LV,17666,2025-01-16
NO,172055,2025-01-16
PL,1945648,2025-01-16
PT,144608,2025-01-16
RO,277773,2025-01-16
SE,501633,2025-01-16
SK,63065,2025-01-16
AT,375299,2025-01-17
BE,259783,2025-01-17
CH,245425,2025-01-17
DE,8941092,2025-01-17
DK,162522,2025-01-17
EE,23159,2025-01-17
ES,2222097,2025-01-17
FI,380019,2025-01-17
HU,280507,2025-01-17
IE,309883,2025-01-17
IT,5189589,2025-01-17
LT,36772,2025-01-17
LV,17120,2025-01-17
NO,201921,2025-01-17
PL,1949014,2025-01-17
PT,144048,2025-01-17
RO,241127,2025-01-17
SE,704251,2025-01-17
SK,56096,2025-01-17
AT,434051,2025-01-18
BE,251124,2025-01-18
CH,282135,2025-01-18
DE,8743026,2025-01-18
DK,241009,2025-01-18
EE,19991,2025-01-18
ES,2330741,2025-01-18
FI,413703,2025-01-18
HU,347868,2025-01-18
IE,360764,2025-01-18
IT,5770232,2025-01-18
LT,36569,2025-01-18
LV,14418,2025-01-18
NO,213706,2025-01-18
PL,1991441,2025-01-18
PT,127657,2025-01-18
RO,238709,2025-01-18
SE,686830,2025-01-18
SK,58834,2025-01-18
AT,486082,2025-01-19
BE,349267,2025-01-19
CH,287868,2025-01-19
DE,9779064,2025-01-19
DK,209393,2025-01-19
EE,29888,2025-01-19
ES,2791694,2025-01-19
FI,391146,2025-01-19
HU,409249,2025-01-19
IE,423279,2025-01-19
IT,6815469,2025-01-19
LT,43843,2025-01-19
LV,17115,2025-01-19
NO,203521,2025-01-19
PL,2387281,2025-01-19
PT,188794,2025-01-19
RO,323500,2025-01-19
SE,601798,2025-01-19
SK,77376,2025-01-19
AT,427775,2025-01-20
BE,345977,2025-01-20
CH,307033,2025-01-20
DE,9393916,2025-01-20
DK,280054,2025-01-20
EE,35001,2025-01-20
ES,2626157,2025-01-20
FI,377650,2025-01-20
HU,355749,2025-01-20
IE,352018,2025-01-20
IT,5798221,2025-01-20
LT,57995,2025-01-20
LV,27074,2025-01-20
NO,235135,2025-01-20
PL,2266807,2025-01-20
PT,209022,2025-01-20
RO,448899,2025-01-20
SE,676385,2025-01-20
SK,95274,2025-01-20
AT,408589,2025-01-21
BE,326760,2025-01-21
CH,284529,2025-01-21
DE,8926752,2025-01-21
DK,252163,2025-01-21
EE,29794,2025-01-21
ES,2647266,2025-01-21
FI,360793,2025-01-21
HU,340531,2025-01-21
IE,311246,2025-01-21
IT,5487829,2025-01-21
LT,49082,2025-01-21
LV,24256,2025-01-21
NO,209773,2025-01-21
PL,2150086,2025-01-21
PT,214026,2025-01-21
RO,412959,2025-01-21
SE,593327,2025-01-21
SK,85606,2025-01-21
AT,373416,2025-01-22
BE,280354,2025-01-22
CH,232909,2025-01-22
DE,8462692,2025-01-22
DK,194552,2025-01-22
EE,26137,2025-01-22
ES,2413245,2025-01-22
FI,350726,2025-01-22
HU,306755,2025-01-22
IE,291470,2025-01-22
IT,5525985,2025-01-22
LT,39557,2025-01-22
LV,17945,2025-01-22
NO,172429,2025-01-22
PL,1951202,2025-01-22
PT,188515,2025-01-22
RO,356777,2025-01-22
SE,499285,2025-01-22
SK,71867,2025-01-22
AT,382367,2025-01-23
BE,248206,2025-01-23
CH,236812,2025-01-23
DE,9105561,2025-01-23
DK,225191,2025-01-23
EE,25632,2025-01-23
ES,2536629,2025-01-23
FI,386308,2025-01-23
HU,329904,2025-01-23
IE,370560,2025-01-23
IT,5755292,2025-01-23
LT,36248,2025-01-23
LV,21717,2025-01-23
NO,178424,2025-01-23
PL,2060141,2025-01-23
PT,189661,2025-01-23
RO,337063,2025-01-23
SE,551754,2025-01-23
SK,79616,2025-01-23
AT,380778,2025-01-24
BE,333295,2025-01-24
CH,237273,2025-01-24
CZ,91,2025-01-24
DE,8976126,2025-01-24
DK,165994,2025-01-24
EE,21270,2025-01-24
ES,2308379,2025-01-24
FI,364981,2025-01-24
HU,275575,2025-01-24
IE,312334,2025-01-24
IT,5150183,2025-01-24
LT,37519,2025-01-24
LV,19816,2025-01-24
NO,203250,2025-01-24
PL,1842682,2025-01-24
PT,160841,2025-01-24
RO,310948,2025-01-24
SE,729886,2025-01-24
SK,57035,2025-01-24
AT,459163,2025-01-25
BE,296210,2025-01-25
CH,264342,2025-01-25
DE,9160943,2025-01-25
DK,189518,2025-01-25
EE,28423,2025-01-25
ES,2540230,2025-01-25
FI,416902,2025-01-25
HU,377966,2025-01-25
IE,287868,2025-01-25
IT,5997915,2025-01-25
LT,34939,2025-01-25
LV,27346,2025-01-25
NO,217608,2025-01-25
PL,2085674,2025-01-25
PT,156891,2025-01-25
RO,293913,2025-01-25
SE,665158,2025-01-25
SK,68684,2025-01-25
AT,550741,2025-01-26
BE,357852,2025-01-26
CH,289214,2025-01-26
CZ,90,2025-01-26
DE,10640055,2025-01-26
DK,205846,2025-01-26
EE,38656,2025-01-26
ES,2993295,2025-01-26
FI,369233,2025-01-26
HU,397656,2025-01-26
IE,339112,2025-01-26
IT,7421934,2025-01-26
LT,31708,2025-01-26
LV,23512,2025-01-26
NO,252296,2025-01-26
PL,2543684,2025-01-26
PT,209403,2025-01-26
RO,340434,2025-01-26
SE,614376,2025-01-26
SK,73280,2025-01-26
AT,410305,2025-01-27
BE,253969,2025-01-27
CH,289899,2025-01-27
DE,9244935,2025-01-27
DK,194290,2025-01-27
EE,25864,2025-01-27
ES,2378312,2025-01-27
FI,290074,2025-01-27
HU,304134,2025-01-27
IE,241332,2025-01-27
IT,6284631,2025-01-27
LT,29555,2025-01-27
LV,18276,2025-01-27
NO,158635,2025-01-27
PL,2049616,2025-01-27
PT,161157,2025-01-27
RO,296539,2025-01-27
SE,481679,2025-01-27
SK,68758,2025-01-27
AT,373627,2025-01-28
BE,245080,2025-01-28
CH,233033,2025-01-28
DE,8566490,2025-01-28
DK,144359,2025-01-28
EE,22036,2025-01-28
ES,2148255,2025-01-28
FI,330751,2025-01-28
HU,280107,2025-01-28
IE,230636,2025-01-28
IT,5534282,2025-01-28
LT,32647,2025-01-28
LV,15138,2025-01-28
NO,148827,2025-01-28
PL,1811064,2025-01-28
PT,136258,2025-01-28
RO,268712,2025-01-28
SE,470987,2025-01-28
SK,49690,2025-01-28
AT,394741,2025-01-29
BE,257307,2025-01-29
CH,213179,2025-01-29
DE,8469983,2025-01-29
DK,172157,2025-01-29
EE,33276,2025-01-29
ES,2171686,2025-01-29
FI,327486,2025-01-29
HU,263590,2025-01-29
IE,255225,2025-01-29
IT,5258471,2025-01-29
LT,32276,2025-01-29
LV,12971,2025-01-29
NO,150824,2025-01-29
PL,1770769,2025-01-29
PT,154915,2025-01-29
RO,279784,2025-01-29
SE,456432,2025-01-29
SK,46711,2025-01-29
AT,356632,2025-01-30
BE,232652,2025-01-30
CH,203433,2025-01-30
DE,8339974,2025-01-30
DK,158753,2025-01-30
EE,36412,2025-01-30
ES,2073950,2025-01-30
FI,325372,2025-01-30
HU,260108,2025-01-30
IE,258371,2025-01-30
IT,4793861,2025-01-30
LT,32199,2025-01-30
LV,16070,2025-01-30
NO,174612,2025-01-30
PL,1696072,2025-01-30
PT,140408,2025-01-30
RO,286389,2025-01-30
SE,497297,2025-01-30
SK,57394,2025-01-30
AT,352385,2025-01-31
BE,217420,2025-01-31
CH,197317,2025-01-31
DE,8530054,2025-01-31
DK,203814,2025-01-31
EE,37849,2025-01-31
ES,2100770,2025-01-31
FI,340229,2025-01-31
HU,248447,2025-01-31
IE,277928,2025-01-31
IT,4999019,2025-01-31
LT,19469,2025-01-31
LV,19199,2025-01-31
NO,178684,2025-01-31
PL,1817418,2025-01-31
PT,124525,2025-01-31
RO,235565,2025-01-31
SE,652732,2025-01-31
SK,67557,2025-01-31
AT,380018,2025-02-01
BE,271409,2025-02-01
CH,227632,2025-02-01
DE,8978100,2025-02-01
DK,173558,2025-02-01
EE,58441,2025-02-01
ES,2414155,2025-02-01
FI,370552,2025-02-01
HU,312976,2025-02-01
IE,360405,2025-02-01
IT,5883405,2025-02-01
LT,29669,2025-02-01
LV,22853,2025-02-01
NO,175643,2025-02-01
PL,1950625,2025-02-01
PT,131326,2025-02-01
RO,228690,2025-02-01
SE,904747,2025-02-01
SK,61663,2025-02-01
AT,428122,2025-02-02
BE,365873,2025-02-02
CH,251177,2025-02-02
DE,9275429,2025-02-02
DK,380134,2025-02-02
EE,37552,2025-02-02
ES,2861665,2025-02-02
FI,407987,2025-02-02
HU,403899,2025-02-02
IE,339385,2025-02-02
IT,6538691,2025-02-02
LT,34106,2025-02-02
LV,17802,2025-02-02
NO,175573,2025-02-02
PL,2331882,2025-02-02
PT,179257,2025-02-02
RO,299380,2025-02-02
SE,634078,2025-02-02
SK,66653,2025-02-02
AT,346488,2025-02-03
BE,351471,2025-02-03
CH,228170,2025-02-03
DE,8295358,2025-02-03
DK,218759,2025-02-03
EE,28330,2025-02-03
ES,2199400,2025-02-03
FI,273616,2025-02-03
HU,286861,2025-02-03
IE,373798,2025-02-03
IT,5488149,2025-02-03
LT,38207,2025-02-03
LV,18930,2025-02-03
NO,177900,2025-02-03
PL,1791311,2025-02-03
PT,174676,2025-02-03
